FID,OBJECTID,TYPE,CODE,Shape_Leng,CONST_CODE,Shape_Area,OBJECTID_1,NAME,OBJECTID_2,CONSTITUEN,COUNTY_ASS,SPOILT,COUNTY_A_1,REJECTED,REPORTED,SPOILT_VAL,VALID,DISPUTED,RESULT,COUNTY_COD,Shape_Le_1,COUNTY_NAM,Shape_Le_2,REGISTERED,X,Y
34843,34910,Other Tracks and Footpaths,5,0.010426000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
34852,34911,Other Tracks and Footpaths,5,0.024870000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
34860,34912,Other Tracks and Footpaths,5,0.045133000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
34883,34916,Other Tracks and Footpaths,5,0.025055000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34889,34917,Other Tracks and Footpaths,5,0.018624000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34895,34918,Other Tracks and Footpaths,5,0.011039000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
34895,34918,Other Tracks and Footpaths,5,0.011039000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34898,34919,Other Tracks and Footpaths,5,0.035407000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34907,34920,Other Tracks and Footpaths,5,0.007358000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34915,34921,Other Tracks and Footpaths,5,0.015776000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34950,34925,Other Tracks and Footpaths,5,0.011291000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34957,34926,Other Tracks and Footpaths,5,0.006535000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34965,34927,Other Tracks and Footpaths,5,0.013708000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34970,34928,Other Tracks and Footpaths,5,0.027917000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
34977,34929,Other Tracks and Footpaths,5,0.013271000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
34980,34930,Other Tracks and Footpaths,5,0.008006000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
34985,34931,Other Tracks and Footpaths,5,0.009008000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
34990,34932,Other Tracks and Footpaths,5,0.006037000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35176,35034,Other Tracks and Footpaths,5,0.014191000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35180,35035,Other Tracks and Footpaths,5,0.093977000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35191,35093,Other Tracks and Footpaths,5,0.012977000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35231,35048,Other Tracks and Footpaths,5,0.037646000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35237,35049,Other Tracks and Footpaths,5,0.007648000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35239,35050,Other Tracks and Footpaths,5,0.013698000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35244,35051,Other Tracks and Footpaths,5,0.011379000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35247,35052,Other Tracks and Footpaths,5,0.002693000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35259,36842,Other Tracks and Footpaths,5,0.001303000000000,230,0.005937694250000,968,BWIRI,4426,FUNYULA,1151,56,BWIRI,256,7,0.022544283413849,2484,0,1,40,0.420956940680000,BUSIA,0.420956940680000,6143,,
35278,35058,Other Tracks and Footpaths,5,0.036836000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35278,35058,Other Tracks and Footpaths,5,0.036836000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35280,35059,Other Tracks and Footpaths,5,0.026999000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35280,35059,Other Tracks and Footpaths,5,0.026999000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35287,35061,Other Tracks and Footpaths,5,0.031677000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35289,35062,Main Track (Mortorable),4,0.020836000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35291,35063,Other Tracks and Footpaths,5,0.015349000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35293,35064,Other Tracks and Footpaths,5,0.020891000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35296,35065,Other Tracks and Footpaths,5,0.015715000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35300,35066,Other Tracks and Footpaths,5,0.007555000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35302,35067,Other Tracks and Footpaths,5,0.012834000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35305,35068,Other Tracks and Footpaths,5,0.028037000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35305,35068,Other Tracks and Footpaths,5,0.028037000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35309,35069,Other Tracks and Footpaths,5,0.004961000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35315,35070,Other Tracks and Footpaths,5,0.010261000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35316,35071,Other Tracks and Footpaths,5,0.018628000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35316,35071,Other Tracks and Footpaths,5,0.018628000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35324,35075,Other Tracks and Footpaths,5,0.008078000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35324,35075,Other Tracks and Footpaths,5,0.008078000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35326,35076,Other Tracks and Footpaths,5,0.008779000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35328,35077,Other Tracks and Footpaths,5,0.011217000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35330,35078,Other Tracks and Footpaths,5,0.012811000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35334,35079,Other Tracks and Footpaths,5,0.007316000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35338,35080,Other Tracks and Footpaths,5,0.013542000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35338,35080,Other Tracks and Footpaths,5,0.013542000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
35342,35081,Other Tracks and Footpaths,5,0.004281000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
35346,35082,Other Tracks and Footpaths,5,0.003359000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
35349,35083,Main Track (Mortorable),4,0.011947000000000,230,0.006839590860000,976,AGENG'A NANGUBA,4445,FUNYULA,1150,72,AGENG'A NANGUBA,216,9,0.021595680863827,3334,0,1,40,0.449394815520000,BUSIA,0.449394815520000,8980,,
35354,35084,Other Tracks and Footpaths,5,0.016432000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35357,35085,Other Tracks and Footpaths,5,0.018447000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35358,35086,Other Tracks and Footpaths,5,0.005567000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35362,35087,Other Tracks and Footpaths,5,0.013642000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35371,35088,Other Tracks and Footpaths,5,0.014836000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35373,35089,Other Tracks and Footpaths,5,0.000945000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35376,35090,Other Tracks and Footpaths,5,0.008046000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35379,35091,Other Tracks and Footpaths,5,0.003570000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35381,35092,Other Tracks and Footpaths,5,0.010874000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35436,34933,Other Tracks and Footpaths,5,0.004165000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35442,34934,Other Tracks and Footpaths,5,0.003551000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35452,34935,Other Tracks and Footpaths,5,0.001807000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35460,34936,Other Tracks and Footpaths,5,0.010070000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35468,34937,Other Tracks and Footpaths,5,0.012991000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35468,34937,Other Tracks and Footpaths,5,0.012991000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35484,34938,Main Track (Mortorable),4,0.052400000000000,230,0.004503266280000,962,NANGINA,4413,FUNYULA,1149,24,NANGINA,176,7,0.009623095429030,2494,0,1,40,0.397705419300000,BUSIA,0.397705419300000,6934,,
35484,34938,Main Track (Mortorable),4,0.052400000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35492,34939,Main Track (Mortorable),4,0.012330000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
35516,34942,Other Tracks and Footpaths,5,0.003910000000000,230,0.005134993030000,981,NAMBOBOTO NAMBUKU,4506,FUNYULA,1148,200,NAMBOBOTO NAMBUKU,304,14,0.045526974732529,4393,0,1,40,0.520015635900000,BUSIA,0.520015635900000,10154,,
